IDCode,narrative_text
joti731,Accuracy high (87.72%); speed fast (12.34s); timing stable (var=114.39); correct streak long (24); incorrect streak short (2); consecutive correct frequent (0.79).
reve265,Accuracy medium (70.18%); speed fast (14.44s); timing stable (var=137.15); correct streak short (11); incorrect streak long (5); consecutive correct occasional (0.54).
cyca115,Accuracy high (87.72%); speed fast (13.74s); timing moderately variable (var=179.44); correct streak long (29); incorrect streak short (2); consecutive correct frequent (0.80).
rawo522,Accuracy high (85.96%); speed moderate (18.31s); timing moderately variable (var=280.86); correct streak long (37); incorrect streak short (3); consecutive correct frequent (0.79).
pogi169,Accuracy high (87.72%); speed slow (29.18s); timing highly variable (var=580.71); correct streak long (30); incorrect streak short (2); consecutive correct frequent (0.80).
vepi727,Accuracy medium (70.18%); speed slow (25.04s); timing moderately variable (var=233.71); correct streak moderate (15); incorrect streak long (5); consecutive correct occasional (0.54).
risy585,Accuracy medium (63.16%); speed moderate (14.81s); timing stable (var=80.42); correct streak moderate (14); incorrect streak short (3); consecutive correct rare (0.46).
fefu774,Accuracy medium (78.95%); speed fast (13.75s); timing stable (var=136.36); correct streak short (11); incorrect streak short (3); consecutive correct occasional (0.64).
wyxo615,Accuracy medium (82.46%); speed moderate (15.37s); timing moderately variable (var=310.98); correct streak moderate (13); incorrect streak short (2); consecutive correct frequent (0.70).
ciby707,Accuracy medium (82.46%); speed slow (24.04s); timing highly variable (var=1753.74); correct streak long (34); incorrect streak short (3); consecutive correct frequent (0.75).
xuvy948,Accuracy high (94.74%); speed moderate (16.43s); timing highly variable (var=946.50); correct streak long (31); incorrect streak short (1); consecutive correct frequent (0.91).
ravy196,Accuracy high (96.49%); speed moderate (18.96s); timing moderately variable (var=227.58); correct streak long (39); incorrect streak short (1); consecutive correct frequent (0.93).
loge702,Accuracy medium (66.67%); speed moderate (16.35s); timing moderately variable (var=189.74); correct streak moderate (15); incorrect streak moderate (4); consecutive correct rare (0.46).
viry492,Accuracy medium (73.68%); speed slow (21.94s); timing moderately variable (var=264.08); correct streak long (22); incorrect streak long (8); consecutive correct occasional (0.64).
gowa049,Accuracy medium (78.95%); speed moderate (18.73s); timing highly variable (var=367.16); correct streak long (23); incorrect streak short (2); consecutive correct occasional (0.64).
vyva107,Accuracy medium (75.44%); speed moderate (15.78s); timing stable (var=129.24); correct streak long (26); incorrect streak moderate (4); consecutive correct occasional (0.62).
duxo262,Accuracy high (85.96%); speed moderate (18.45s); timing stable (var=140.44); correct streak long (24); incorrect streak short (2); consecutive correct frequent (0.77).
peto053,Accuracy high (85.96%); speed fast (14.44s); timing moderately variable (var=160.83); correct streak long (28); incorrect streak short (1); consecutive correct frequent (0.73).
difi858,Accuracy medium (80.70%); speed fast (13.93s); timing moderately variable (var=232.69); correct streak long (20); incorrect streak short (3); consecutive correct frequent (0.71).
xoru423,Accuracy medium (71.93%); speed slow (20.42s); timing moderately variable (var=205.67); correct streak short (11); incorrect streak short (2); consecutive correct occasional (0.54).
wizy437,Accuracy high (87.72%); speed moderate (17.78s); timing highly variable (var=421.29); correct streak moderate (12); incorrect streak short (2); consecutive correct frequent (0.77).
kuge219,Accuracy medium (84.21%); speed moderate (19.01s); timing highly variable (var=648.28); correct streak long (18); incorrect streak short (2); consecutive correct frequent (0.75).
hazu473,Accuracy medium (70.18%); speed slow (19.48s); timing moderately variable (var=255.84); correct streak moderate (13); incorrect streak long (5); consecutive correct occasional (0.55).
gono087,Accuracy medium (71.93%); speed slow (25.89s); timing highly variable (var=396.73); correct streak short (11); incorrect streak short (3); consecutive correct occasional (0.54).
vury347,Accuracy medium (73.68%); speed moderate (16.67s); timing moderately variable (var=252.63); correct streak long (28); incorrect streak short (3); consecutive correct occasional (0.59).
copo281,Accuracy low (33.33%); speed fast (12.95s); timing moderately variable (var=183.32); correct streak short (5); incorrect streak long (26); consecutive correct rare (0.23).
heda014,Accuracy medium (84.21%); speed moderate (16.48s); timing moderately variable (var=313.63); correct streak long (27); incorrect streak short (3); consecutive correct frequent (0.77).
powu461,Accuracy high (87.72%); speed slow (20.79s); timing moderately variable (var=204.25); correct streak long (40); incorrect streak short (2); consecutive correct frequent (0.80).
peqa279,Accuracy medium (82.46%); speed moderate (19.13s); timing moderately variable (var=268.81); correct streak long (38); incorrect streak short (3); consecutive correct frequent (0.75).
lufy687,Accuracy medium (61.40%); speed moderate (18.68s); timing highly variable (var=743.22); correct streak short (11); incorrect streak long (8); consecutive correct rare (0.45).
koze985,Accuracy high (87.72%); speed slow (21.78s); timing moderately variable (var=325.47); correct streak long (31); incorrect streak short (2); consecutive correct frequent (0.80).
hadi890,Accuracy medium (73.68%); speed moderate (17.19s); timing stable (var=130.86); correct streak moderate (16); incorrect streak long (5); consecutive correct occasional (0.61).
recu163,Accuracy medium (80.70%); speed slow (25.05s); timing highly variable (var=959.27); correct streak long (21); incorrect streak short (3); consecutive correct frequent (0.70).
xyzi642,Accuracy high (87.72%); speed slow (25.92s); timing highly variable (var=688.54); correct streak long (30); incorrect streak short (2); consecutive correct frequent (0.80).
nejy388,Accuracy medium (63.16%); speed slow (25.44s); timing highly variable (var=771.72); correct streak short (9); incorrect streak long (8); consecutive correct rare (0.50).
tezy480,Accuracy medium (75.44%); speed fast (11.21s); timing stable (var=75.93); correct streak moderate (15); incorrect streak short (3); consecutive correct occasional (0.59).
nawu690,Accuracy medium (73.68%); speed moderate (17.61s); timing moderately variable (var=189.92); correct streak long (21); incorrect streak long (5); consecutive correct frequent (0.66).
mofe780,Accuracy medium (61.40%); speed slow (25.47s); timing highly variable (var=1018.80); correct streak short (8); incorrect streak long (5); consecutive correct rare (0.41).
nily317,Accuracy low (36.84%); speed slow (32.35s); timing highly variable (var=996.49); correct streak short (5); incorrect streak long (9); consecutive correct rare (0.16).
roho333,Accuracy low (54.39%); speed slow (27.80s); timing highly variable (var=659.90); correct streak moderate (13); incorrect streak long (11); consecutive correct rare (0.41).
xime971,Accuracy low (49.12%); speed moderate (14.67s); timing moderately variable (var=172.65); correct streak short (8); incorrect streak long (17); consecutive correct rare (0.34).
muqo157,Accuracy low (56.14%); speed slow (21.71s); timing highly variable (var=492.31); correct streak short (7); incorrect streak long (6); consecutive correct rare (0.38).
riby296,Accuracy medium (66.67%); speed moderate (17.60s); timing stable (var=125.85); correct streak short (8); incorrect streak long (5); consecutive correct rare (0.48).
pala257,Accuracy medium (77.19%); speed slow (19.94s); timing moderately variable (var=290.50); correct streak long (31); incorrect streak moderate (4); consecutive correct occasional (0.64).
tuby409,Accuracy medium (75.44%); speed fast (14.54s); timing moderately variable (var=193.05); correct streak long (22); incorrect streak long (5); consecutive correct frequent (0.68).
hoxo855,Accuracy medium (64.91%); speed slow (24.59s); timing highly variable (var=489.61); correct streak short (10); incorrect streak moderate (4); consecutive correct rare (0.50).
qixy634,Accuracy high (89.47%); speed slow (28.75s); timing highly variable (var=1277.85); correct streak long (40); incorrect streak short (3); consecutive correct frequent (0.84).
niri091,Accuracy medium (70.18%); speed moderate (19.03s); timing highly variable (var=448.18); correct streak moderate (16); incorrect streak short (3); consecutive correct occasional (0.54).
lazi600,Accuracy medium (82.46%); speed moderate (17.74s); timing stable (var=144.86); correct streak long (18); incorrect streak short (3); consecutive correct frequent (0.71).
qedo478,Accuracy medium (61.40%); speed moderate (18.59s); timing moderately variable (var=199.84); correct streak moderate (14); incorrect streak long (5); consecutive correct rare (0.45).
ruhu758,Accuracy medium (84.21%); speed slow (20.51s); timing moderately variable (var=220.97); correct streak long (23); incorrect streak short (2); consecutive correct frequent (0.71).
cima563,Accuracy high (87.72%); speed slow (26.35s); timing highly variable (var=375.23); correct streak long (29); incorrect streak short (2); consecutive correct frequent (0.80).
lyzy104,Accuracy medium (70.18%); speed slow (22.33s); timing highly variable (var=654.80); correct streak short (8); incorrect streak short (3); consecutive correct rare (0.48).
xafy802,Accuracy medium (75.44%); speed slow (21.63s); timing moderately variable (var=266.57); correct streak moderate (15); incorrect streak short (3); consecutive correct occasional (0.62).
bacy598,Accuracy low (24.56%); speed fast (7.37s); timing stable (var=108.91); correct streak short (6); incorrect streak long (13); consecutive correct rare (0.12).
kexi927,Accuracy low (45.61%); speed fast (12.65s); timing stable (var=61.65); correct streak short (11); incorrect streak long (10); consecutive correct rare (0.34).
cumo221,Accuracy medium (78.95%); speed moderate (19.28s); timing moderately variable (var=231.72); correct streak long (18); incorrect streak short (2); consecutive correct occasional (0.61).
kami789,Accuracy medium (61.40%); speed moderate (18.37s); timing moderately variable (var=329.46); correct streak short (8); incorrect streak short (3); consecutive correct rare (0.38).
zoko875,Accuracy medium (84.21%); speed moderate (15.90s); timing stable (var=144.46); correct streak moderate (16); incorrect streak long (5); consecutive correct frequent (0.77).
sina926,Accuracy medium (77.19%); speed fast (11.84s); timing stable (var=98.48); correct streak long (24); incorrect streak moderate (4); consecutive correct frequent (0.68).
fise899,Accuracy medium (66.67%); speed slow (23.88s); timing moderately variable (var=328.76); correct streak short (8); incorrect streak long (5); consecutive correct occasional (0.52).
cija437,Accuracy medium (82.46%); speed fast (12.24s); timing stable (var=61.91); correct streak moderate (14); incorrect streak short (3); consecutive correct frequent (0.73).
manu258,Accuracy medium (75.44%); speed slow (28.57s); timing highly variable (var=1375.09); correct streak long (20); incorrect streak short (3); consecutive correct frequent (0.66).
zuwa573,Accuracy medium (78.95%); speed moderate (15.26s); timing moderately variable (var=253.78); correct streak moderate (15); incorrect streak moderate (4); consecutive correct frequent (0.66).
joxi410,Accuracy low (56.14%); speed slow (24.14s); timing moderately variable (var=288.05); correct streak short (10); incorrect streak long (8); consecutive correct rare (0.38).
muta539,Accuracy high (98.25%); speed fast (13.25s); timing stable (var=107.27); correct streak long (47); incorrect streak short (1); consecutive correct frequent (0.96).
reqy562,Accuracy high (89.47%); speed slow (20.81s); timing moderately variable (var=215.30); correct streak long (26); incorrect streak short (2); consecutive correct frequent (0.80).
doxe492,Accuracy medium (84.21%); speed slow (23.59s); timing moderately variable (var=267.78); correct streak moderate (15); incorrect streak short (2); consecutive correct frequent (0.73).
gylu244,Accuracy low (52.63%); speed moderate (16.97s); timing stable (var=100.52); correct streak moderate (14); incorrect streak long (11); consecutive correct rare (0.43).
maxy370,Accuracy medium (82.46%); speed moderate (16.77s); timing highly variable (var=363.91); correct streak long (19); incorrect streak moderate (4); consecutive correct frequent (0.75).
ryko512,Accuracy high (87.72%); speed slow (20.42s); timing highly variable (var=334.13); correct streak long (33); incorrect streak short (3); consecutive correct frequent (0.82).
kula014,Accuracy medium (84.21%); speed slow (19.47s); timing moderately variable (var=210.85); correct streak moderate (16); incorrect streak short (3); consecutive correct frequent (0.71).
jeqy595,Accuracy low (59.65%); speed moderate (18.09s); timing moderately variable (var=197.19); correct streak moderate (15); incorrect streak long (8); consecutive correct rare (0.46).
guva627,Accuracy medium (84.21%); speed moderate (17.13s); timing stable (var=148.57); correct streak long (21); incorrect streak short (3); consecutive correct frequent (0.75).
lohy238,Accuracy high (87.72%); speed moderate (15.93s); timing highly variable (var=409.30); correct streak long (25); incorrect streak short (2); consecutive correct frequent (0.82).
cobi870,Accuracy medium (64.91%); speed moderate (17.71s); timing moderately variable (var=253.97); correct streak long (24); incorrect streak long (13); consecutive correct occasional (0.59).
giki066,Accuracy high (92.98%); speed fast (8.96s); timing stable (var=137.63); correct streak long (31); incorrect streak short (2); consecutive correct frequent (0.89).
hywy001,Accuracy medium (73.68%); speed fast (14.03s); timing stable (var=109.13); correct streak moderate (16); incorrect streak short (2); consecutive correct occasional (0.57).
feji918,Accuracy medium (78.95%); speed slow (22.46s); timing highly variable (var=483.72); correct streak long (34); incorrect streak moderate (4); consecutive correct frequent (0.70).
luli756,Accuracy medium (75.44%); speed moderate (17.65s); timing stable (var=147.63); correct streak long (22); incorrect streak moderate (4); consecutive correct frequent (0.66).
wumu083,Accuracy high (87.72%); speed slow (21.60s); timing highly variable (var=432.02); correct streak long (25); incorrect streak short (2); consecutive correct frequent (0.79).
cyga680,Accuracy medium (84.21%); speed fast (12.35s); timing stable (var=110.76); correct streak long (25); incorrect streak moderate (4); consecutive correct frequent (0.75).
buvy316,Accuracy medium (75.44%); speed slow (20.62s); timing highly variable (var=368.25); correct streak short (10); incorrect streak moderate (4); consecutive correct occasional (0.57).
rejy122,Accuracy medium (80.70%); speed slow (22.36s); timing highly variable (var=413.10); correct streak long (26); incorrect streak moderate (4); consecutive correct frequent (0.71).
dusi300,Accuracy medium (82.46%); speed slow (20.82s); timing highly variable (var=421.74); correct streak moderate (13); incorrect streak short (3); consecutive correct frequent (0.73).
howe436,Accuracy medium (82.46%); speed slow (22.34s); timing highly variable (var=390.52); correct streak moderate (13); incorrect streak short (2); consecutive correct frequent (0.70).
ropi792,Accuracy high (87.72%); speed fast (8.57s); timing stable (var=75.10); correct streak long (21); incorrect streak short (1); consecutive correct frequent (0.77).
jemy300,Accuracy high (87.72%); speed fast (13.14s); timing stable (var=148.88); correct streak moderate (17); incorrect streak short (2); consecutive correct frequent (0.79).
qexo432,Accuracy medium (77.19%); speed moderate (16.01s); timing stable (var=149.22); correct streak moderate (14); incorrect streak short (3); consecutive correct occasional (0.64).
kyso927,Accuracy medium (80.70%); speed fast (10.86s); timing moderately variable (var=162.92); correct streak short (10); incorrect streak short (2); consecutive correct frequent (0.68).
cozi663,Accuracy low (42.11%); speed fast (8.76s); timing stable (var=69.67); correct streak short (4); incorrect streak long (5); consecutive correct rare (0.12).
vani542,Accuracy medium (71.93%); speed fast (14.15s); timing moderately variable (var=224.54); correct streak moderate (13); incorrect streak short (3); consecutive correct occasional (0.55).
kaxu871,Accuracy medium (78.95%); speed moderate (18.70s); timing highly variable (var=562.71); correct streak moderate (16); incorrect streak moderate (4); consecutive correct frequent (0.66).
moku835,Accuracy high (85.96%); speed fast (10.21s); timing stable (var=82.11); correct streak moderate (17); incorrect streak short (3); consecutive correct frequent (0.77).
cahe192,Accuracy medium (84.21%); speed fast (12.19s); timing stable (var=126.33); correct streak long (42); incorrect streak short (3); consecutive correct frequent (0.79).
feso129,Accuracy high (89.47%); speed fast (12.71s); timing stable (var=115.23); correct streak long (26); incorrect streak moderate (4); consecutive correct frequent (0.86).
tufa140,Accuracy high (92.98%); speed fast (11.78s); timing stable (var=85.73); correct streak long (19); incorrect streak short (1); consecutive correct frequent (0.88).
zigi489,Accuracy low (57.89%); speed fast (11.89s); timing stable (var=72.12); correct streak short (7); incorrect streak moderate (4); consecutive correct rare (0.38).
dahi696,Accuracy medium (82.46%); speed fast (9.65s); timing stable (var=83.24); correct streak long (31); incorrect streak short (2); consecutive correct frequent (0.71).
quhe482,Accuracy low (50.88%); speed fast (10.60s); timing stable (var=77.53); correct streak short (9); incorrect streak long (5); consecutive correct rare (0.29).
taxa827,Accuracy medium (77.19%); speed fast (9.41s); timing stable (var=85.05); correct streak moderate (14); incorrect streak short (2); consecutive correct occasional (0.62).
vuga321,Accuracy medium (77.19%); speed moderate (16.67s); timing stable (var=98.88); correct streak short (10); incorrect streak short (3); consecutive correct occasional (0.62).
nycu731,Accuracy medium (84.21%); speed fast (12.06s); timing stable (var=69.57); correct streak long (24); incorrect streak short (2); consecutive correct frequent (0.77).
raxy329,Accuracy medium (75.44%); speed fast (13.69s); timing moderately variable (var=216.13); correct streak long (20); incorrect streak short (3); consecutive correct occasional (0.62).
nyfe489,Accuracy high (85.96%); speed moderate (19.32s); timing highly variable (var=453.38); correct streak long (26); incorrect streak short (1); consecutive correct frequent (0.73).
texu966,Accuracy medium (61.40%); speed fast (14.62s); timing stable (var=103.72); correct streak moderate (12); incorrect streak long (5); consecutive correct rare (0.46).
kifo712,Accuracy medium (63.16%); speed fast (10.59s); timing stable (var=106.35); correct streak short (11); incorrect streak long (5); consecutive correct rare (0.50).
pajo050,Accuracy medium (64.91%); speed fast (13.67s); timing moderately variable (var=162.38); correct streak moderate (13); incorrect streak long (13); consecutive correct occasional (0.54).
hefy659,Accuracy medium (64.91%); speed fast (10.99s); timing stable (var=93.25); correct streak short (10); incorrect streak long (5); consecutive correct rare (0.48).
tujy672,Accuracy medium (77.19%); speed fast (13.17s); timing stable (var=78.06); correct streak long (25); incorrect streak long (6); consecutive correct frequent (0.70).
cyfe247,Accuracy low (45.61%); speed fast (14.01s); timing stable (var=147.59); correct streak short (7); incorrect streak long (5); consecutive correct rare (0.23).
xori482,Accuracy medium (71.93%); speed fast (9.78s); timing stable (var=117.53); correct streak moderate (14); incorrect streak long (6); consecutive correct occasional (0.62).
raje697,Accuracy medium (82.46%); speed slow (24.98s); timing moderately variable (var=319.13); correct streak long (19); incorrect streak moderate (4); consecutive correct frequent (0.73).
biwu043,Accuracy medium (63.16%); speed moderate (15.05s); timing stable (var=131.03); correct streak long (23); incorrect streak long (7); consecutive correct occasional (0.52).
cylu852,Accuracy medium (78.95%); speed slow (21.43s); timing highly variable (var=493.31); correct streak moderate (16); incorrect streak short (2); consecutive correct occasional (0.64).
fode209,Accuracy medium (66.67%); speed slow (31.43s); timing highly variable (var=1921.09); correct streak short (10); incorrect streak long (7); consecutive correct occasional (0.54).
woju333,Accuracy medium (64.91%); speed fast (14.56s); timing moderately variable (var=256.79); correct streak moderate (12); incorrect streak long (8); consecutive correct occasional (0.52).
saca329,Accuracy medium (84.21%); speed moderate (18.01s); timing moderately variable (var=282.47); correct streak long (18); incorrect streak short (1); consecutive correct frequent (0.70).
jizi110,Accuracy medium (70.18%); speed moderate (18.84s); timing highly variable (var=791.18); correct streak moderate (12); incorrect streak moderate (4); consecutive correct occasional (0.55).
vyxi492,Accuracy high (91.23%); speed fast (13.57s); timing moderately variable (var=212.71); correct streak long (30); incorrect streak short (2); consecutive correct frequent (0.84).
xehy451,Accuracy medium (75.44%); speed slow (24.61s); timing highly variable (var=643.44); correct streak long (19); incorrect streak short (3); consecutive correct occasional (0.61).
feke878,Accuracy medium (64.91%); speed slow (24.18s); timing highly variable (var=504.18); correct streak moderate (17); incorrect streak moderate (4); consecutive correct rare (0.48).
rozu771,Accuracy medium (66.67%); speed slow (22.38s); timing highly variable (var=957.65); correct streak moderate (14); incorrect streak long (12); consecutive correct occasional (0.57).
duvi856,Accuracy high (91.23%); speed moderate (15.90s); timing highly variable (var=358.65); correct streak long (18); incorrect streak short (2); consecutive correct frequent (0.84).
nexu635,Accuracy medium (71.93%); speed moderate (16.37s); timing moderately variable (var=175.20); correct streak moderate (15); incorrect streak moderate (4); consecutive correct occasional (0.55).
cozi454,Accuracy medium (63.16%); speed slow (24.19s); timing highly variable (var=1097.01); correct streak short (8); incorrect streak moderate (4); consecutive correct rare (0.46).
saze236,Accuracy medium (71.93%); speed slow (22.45s); timing highly variable (var=540.87); correct streak long (20); incorrect streak long (7); consecutive correct occasional (0.62).
quzy338,Accuracy medium (75.44%); speed slow (22.62s); timing moderately variable (var=183.94); correct streak short (10); incorrect streak moderate (4); consecutive correct occasional (0.61).
lula174,Accuracy high (85.96%); speed moderate (16.42s); timing moderately variable (var=156.72); correct streak long (26); incorrect streak short (2); consecutive correct frequent (0.75).
buzo685,Accuracy medium (64.91%); speed moderate (16.11s); timing moderately variable (var=192.46); correct streak short (7); incorrect streak short (3); consecutive correct rare (0.46).
huby293,Accuracy high (91.23%); speed slow (22.89s); timing highly variable (var=600.36); correct streak long (30); incorrect streak short (1); consecutive correct frequent (0.82).
dyhi182,Accuracy medium (71.93%); speed slow (21.38s); timing highly variable (var=482.67); correct streak long (18); incorrect streak short (3); consecutive correct occasional (0.55).
tatu362,Accuracy medium (80.70%); speed slow (24.46s); timing highly variable (var=435.40); correct streak short (11); incorrect streak short (3); consecutive correct frequent (0.68).
bene344,Accuracy medium (77.19%); speed moderate (16.39s); timing highly variable (var=801.09); correct streak short (11); incorrect streak short (3); consecutive correct occasional (0.64).
keho061,Accuracy medium (63.16%); speed moderate (16.27s); timing moderately variable (var=166.06); correct streak short (7); incorrect streak long (5); consecutive correct rare (0.46).
vyxy108,Accuracy medium (66.67%); speed moderate (18.58s); timing moderately variable (var=252.22); correct streak moderate (15); incorrect streak long (7); consecutive correct occasional (0.55).
zusa663,Accuracy medium (84.21%); speed moderate (16.20s); timing moderately variable (var=266.32); correct streak moderate (17); incorrect streak short (3); consecutive correct frequent (0.71).
nehe056,Accuracy high (92.98%); speed fast (13.47s); timing moderately variable (var=216.75); correct streak long (39); incorrect streak short (1); consecutive correct frequent (0.86).
myve834,Accuracy high (94.74%); speed fast (13.43s); timing moderately variable (var=193.94); correct streak long (38); incorrect streak short (1); consecutive correct frequent (0.89).
tyhy481,Accuracy medium (64.91%); speed slow (22.59s); timing highly variable (var=405.29); correct streak moderate (15); incorrect streak long (6); consecutive correct rare (0.50).
sati762,Accuracy medium (66.67%); speed moderate (18.10s); timing highly variable (var=409.80); correct streak long (20); incorrect streak long (6); consecutive correct occasional (0.54).
biku776,Accuracy medium (64.91%); speed moderate (18.90s); timing highly variable (var=470.02); correct streak short (8); incorrect streak moderate (4); consecutive correct rare (0.46).
wify666,Accuracy high (89.47%); speed moderate (18.74s); timing moderately variable (var=186.24); correct streak long (21); incorrect streak short (2); consecutive correct frequent (0.82).
sony276,Accuracy medium (84.21%); speed moderate (16.11s); timing moderately variable (var=235.69); correct streak long (36); incorrect streak moderate (4); consecutive correct frequent (0.77).
tusi463,Accuracy medium (71.93%); speed moderate (18.74s); timing highly variable (var=374.56); correct streak moderate (12); incorrect streak moderate (4); consecutive correct occasional (0.57).
baco446,Accuracy low (56.14%); speed moderate (17.19s); timing stable (var=148.52); correct streak moderate (13); incorrect streak long (10); consecutive correct rare (0.39).
coni238,Accuracy medium (68.42%); speed moderate (17.80s); timing stable (var=99.59); correct streak long (22); incorrect streak long (17); consecutive correct frequent (0.66).
tuvu087,Accuracy low (50.88%); speed moderate (17.43s); timing stable (var=135.77); correct streak moderate (17); incorrect streak long (17); consecutive correct rare (0.45).
vuci475,Accuracy medium (64.91%); speed moderate (16.46s); timing stable (var=83.75); correct streak short (11); incorrect streak long (13); consecutive correct occasional (0.55).
seto741,Accuracy low (28.07%); speed fast (14.24s); timing stable (var=155.08); correct streak short (7); incorrect streak long (14); consecutive correct rare (0.16).
jewe923,Accuracy medium (77.19%); speed moderate (15.96s); timing stable (var=84.96); correct streak long (26); incorrect streak long (5); consecutive correct frequent (0.70).
jaqy340,Accuracy medium (66.67%); speed moderate (16.42s); timing moderately variable (var=204.60); correct streak long (23); incorrect streak long (13); consecutive correct occasional (0.57).
pubu440,Accuracy low (36.84%); speed fast (9.18s); timing stable (var=69.92); correct streak short (7); incorrect streak long (13); consecutive correct rare (0.23).
gyjy255,Accuracy medium (73.68%); speed moderate (14.92s); timing stable (var=91.21); correct streak long (22); incorrect streak long (6); consecutive correct occasional (0.62).
zyte492,Accuracy medium (84.21%); speed fast (12.65s); timing moderately variable (var=168.87); correct streak moderate (13); incorrect streak short (2); consecutive correct frequent (0.71).
ruco451,Accuracy medium (64.91%); speed moderate (18.82s); timing moderately variable (var=296.62); correct streak moderate (14); incorrect streak long (13); consecutive correct occasional (0.55).
loda300,Accuracy medium (66.67%); speed fast (14.45s); timing stable (var=120.10); correct streak long (19); incorrect streak long (10); consecutive correct occasional (0.57).
moly152,Accuracy low (45.61%); speed moderate (15.64s); timing stable (var=143.66); correct streak moderate (14); incorrect streak long (27); consecutive correct rare (0.41).
cuba307,Accuracy medium (71.93%); speed moderate (15.89s); timing moderately variable (var=234.44); correct streak long (22); incorrect streak long (5); consecutive correct occasional (0.59).
jupo405,Accuracy low (50.88%); speed moderate (16.90s); timing stable (var=146.96); correct streak short (7); incorrect streak long (17); consecutive correct rare (0.38).
xuke183,Accuracy medium (71.93%); speed fast (13.42s); timing stable (var=146.25); correct streak moderate (15); incorrect streak moderate (4); consecutive correct occasional (0.57).
mado232,Accuracy low (56.14%); speed slow (20.02s); timing moderately variable (var=162.21); correct streak short (11); incorrect streak long (20); consecutive correct rare (0.46).
zafy372,Accuracy high (89.47%); speed moderate (15.62s); timing stable (var=78.11); correct streak long (18); incorrect streak short (2); consecutive correct frequent (0.82).
gyly160,Accuracy medium (63.16%); speed fast (13.48s); timing stable (var=151.22); correct streak moderate (16); incorrect streak long (5); consecutive correct rare (0.48).
tapi010,Accuracy low (38.60%); speed fast (13.44s); timing stable (var=153.70); correct streak short (6); incorrect streak long (26); consecutive correct rare (0.25).
gelu604,Accuracy high (94.74%); speed fast (11.19s); timing stable (var=105.90); correct streak long (38); incorrect streak short (1); consecutive correct frequent (0.91).
qiqi041,Accuracy medium (63.16%); speed moderate (14.86s); timing stable (var=123.21); correct streak moderate (16); incorrect streak long (13); consecutive correct occasional (0.57).
ratu271,Accuracy medium (70.18%); speed fast (14.66s); timing highly variable (var=332.56); correct streak long (19); incorrect streak moderate (4); consecutive correct occasional (0.61).
kyqu130,Accuracy medium (82.46%); speed fast (12.29s); timing stable (var=116.73); correct streak long (18); incorrect streak short (3); consecutive correct frequent (0.73).
lucu601,Accuracy medium (82.46%); speed fast (12.72s); timing stable (var=73.49); correct streak long (33); incorrect streak short (3); consecutive correct frequent (0.68).
kama922,Accuracy medium (71.93%); speed moderate (16.03s); timing highly variable (var=399.81); correct streak short (11); incorrect streak moderate (4); consecutive correct occasional (0.55).
zoma564,Accuracy medium (75.44%); speed fast (10.99s); timing stable (var=148.86); correct streak moderate (15); incorrect streak long (6); consecutive correct occasional (0.64).
puju088,Accuracy medium (73.68%); speed slow (24.06s); timing highly variable (var=538.09); correct streak moderate (12); incorrect streak short (3); consecutive correct occasional (0.59).
jufy997,Accuracy medium (84.21%); speed slow (19.74s); timing highly variable (var=990.17); correct streak moderate (16); incorrect streak short (3); consecutive correct frequent (0.75).
wyja070,Accuracy medium (77.19%); speed moderate (16.44s); timing highly variable (var=579.84); correct streak short (11); incorrect streak moderate (4); consecutive correct occasional (0.64).
dasy955,Accuracy medium (70.18%); speed fast (13.76s); timing stable (var=118.45); correct streak moderate (14); incorrect streak short (3); consecutive correct occasional (0.52).
wyki565,Accuracy medium (63.16%); speed fast (9.01s); timing stable (var=22.30); correct streak moderate (12); incorrect streak moderate (4); consecutive correct rare (0.46).
garu074,Accuracy medium (82.46%); speed fast (10.81s); timing stable (var=105.51); correct streak moderate (17); incorrect streak moderate (4); consecutive correct frequent (0.71).
