IDCode,narrative_text
qyxy586,Accuracy medium (78.95%); speed moderate (17.67s); timing highly variable (var=369.87); correct streak long (30); incorrect streak moderate (4); consecutive correct frequent (0.71).
kegi864,Accuracy high (87.72%); speed fast (10.95s); timing moderately variable (var=169.09); correct streak long (22); incorrect streak short (2); consecutive correct frequent (0.79).
gyge774,Accuracy medium (75.44%); speed fast (14.13s); timing moderately variable (var=161.46); correct streak long (20); incorrect streak short (3); consecutive correct occasional (0.61).
vyda893,Accuracy low (21.05%); speed fast (3.82s); timing stable (var=9.34); correct streak short (4); incorrect streak long (30); consecutive correct rare (0.09).
vuvy608,Accuracy medium (84.21%); speed moderate (16.44s); timing highly variable (var=507.86); correct streak long (21); incorrect streak short (2); consecutive correct frequent (0.71).
vizo712,Accuracy medium (78.95%); speed fast (9.78s); timing stable (var=67.49); correct streak moderate (16); incorrect streak short (2); consecutive correct occasional (0.64).
givi158,Accuracy medium (64.91%); speed slow (21.59s); timing highly variable (var=509.91); correct streak short (8); incorrect streak long (5); consecutive correct rare (0.48).
caro445,Accuracy medium (78.95%); speed moderate (17.98s); timing moderately variable (var=213.60); correct streak long (22); incorrect streak moderate (4); consecutive correct frequent (0.68).
nene689,Accuracy high (85.96%); speed moderate (16.91s); timing highly variable (var=347.44); correct streak long (18); incorrect streak short (2); consecutive correct frequent (0.75).
ryfy568,Accuracy medium (64.91%); speed fast (13.10s); timing stable (var=155.34); correct streak short (8); incorrect streak short (3); consecutive correct rare (0.41).
johy783,Accuracy low (49.12%); speed slow (21.40s); timing highly variable (var=473.97); correct streak short (8); incorrect streak long (6); consecutive correct rare (0.30).
sulo956,Accuracy medium (64.91%); speed slow (20.42s); timing highly variable (var=428.06); correct streak short (11); incorrect streak moderate (4); consecutive correct rare (0.48).
gony054,Accuracy medium (82.46%); speed moderate (17.74s); timing highly variable (var=337.73); correct streak moderate (14); incorrect streak short (3); consecutive correct frequent (0.73).
puca767,Accuracy medium (73.68%); speed slow (20.40s); timing highly variable (var=389.29); correct streak moderate (13); incorrect streak short (3); consecutive correct occasional (0.55).
baky109,Accuracy low (45.61%); speed moderate (14.96s); timing stable (var=135.93); correct streak short (7); incorrect streak long (13); consecutive correct rare (0.32).
mabo887,Accuracy medium (73.68%); speed moderate (16.67s); timing moderately variable (var=299.06); correct streak moderate (13); incorrect streak moderate (4); consecutive correct occasional (0.59).
cona428,Accuracy medium (78.95%); speed moderate (17.64s); timing highly variable (var=1082.30); correct streak long (25); incorrect streak short (3); consecutive correct frequent (0.66).
lilo882,Accuracy medium (75.44%); speed moderate (19.16s); timing moderately variable (var=287.14); correct streak moderate (14); incorrect streak short (3); consecutive correct occasional (0.59).
gycy436,Accuracy medium (73.68%); speed moderate (15.37s); timing moderately variable (var=176.25); correct streak long (22); incorrect streak long (7); consecutive correct occasional (0.61).
jyri631,Accuracy medium (80.70%); speed slow (21.54s); timing highly variable (var=761.83); correct streak long (18); incorrect streak short (3); consecutive correct frequent (0.70).
safu128,Accuracy high (87.72%); speed slow (23.33s); timing moderately variable (var=298.45); correct streak long (32); incorrect streak short (3); consecutive correct frequent (0.80).
fore104,Accuracy medium (80.70%); speed moderate (18.59s); timing moderately variable (var=219.64); correct streak moderate (17); incorrect streak short (2); consecutive correct frequent (0.66).
zabe850,Accuracy medium (82.46%); speed moderate (18.11s); timing moderately variable (var=212.57); correct streak long (21); incorrect streak short (2); consecutive correct frequent (0.70).
woci389,Accuracy medium (77.19%); speed slow (20.63s); timing highly variable (var=451.51); correct streak moderate (13); incorrect streak short (3); consecutive correct occasional (0.59).
kygi723,Accuracy medium (75.44%); speed slow (19.69s); timing highly variable (var=330.34); correct streak long (18); incorrect streak long (6); consecutive correct frequent (0.66).
qejy219,Accuracy high (87.72%); speed moderate (15.30s); timing moderately variable (var=206.22); correct streak moderate (17); incorrect streak short (2); consecutive correct frequent (0.79).
jago498,Accuracy medium (78.95%); speed moderate (16.40s); timing highly variable (var=342.94); correct streak moderate (13); incorrect streak short (3); consecutive correct frequent (0.66).
buby593,Accuracy medium (80.70%); speed fast (12.67s); timing stable (var=115.36); correct streak long (26); incorrect streak short (3); consecutive correct frequent (0.68).
dapu822,Accuracy medium (78.95%); speed slow (22.58s); timing highly variable (var=1170.62); correct streak moderate (12); incorrect streak moderate (4); consecutive correct frequent (0.66).
sugu976,Accuracy low (59.65%); speed fast (10.60s); timing stable (var=103.43); correct streak short (11); incorrect streak long (8); consecutive correct rare (0.46).
wuxa997,Accuracy medium (63.16%); speed slow (22.47s); timing moderately variable (var=206.19); correct streak moderate (12); incorrect streak long (13); consecutive correct occasional (0.54).
tiqy778,Accuracy medium (78.95%); speed fast (14.34s); timing stable (var=154.65); correct streak long (25); incorrect streak short (2); consecutive correct occasional (0.64).
xyfe491,Accuracy low (42.11%); speed moderate (15.06s); timing moderately variable (var=157.49); correct streak short (6); incorrect streak long (8); consecutive correct rare (0.21).
ryhy064,Accuracy medium (84.21%); speed fast (14.44s); timing moderately variable (var=247.23); correct streak long (35); incorrect streak moderate (4); consecutive correct frequent (0.77).
kufi222,Accuracy medium (71.93%); speed fast (11.36s); timing stable (var=51.34); correct streak long (20); incorrect streak long (6); consecutive correct occasional (0.57).
xaja332,Accuracy medium (73.68%); speed moderate (17.46s); timing moderately variable (var=230.37); correct streak moderate (17); incorrect streak long (5); consecutive correct occasional (0.62).
fofa613,Accuracy low (57.89%); speed fast (11.40s); timing stable (var=29.81); correct streak short (9); incorrect streak long (9); consecutive correct rare (0.45).
viba035,Accuracy low (56.14%); speed moderate (17.99s); timing moderately variable (var=161.07); correct streak moderate (12); incorrect streak long (10); consecutive correct rare (0.41).
qewy924,Accuracy medium (80.70%); speed fast (10.80s); timing stable (var=54.49); correct streak moderate (14); incorrect streak moderate (4); consecutive correct frequent (0.71).
pytu496,Accuracy medium (68.42%); speed fast (14.43s); timing moderately variable (var=177.72); correct streak moderate (13); incorrect streak moderate (4); consecutive correct occasional (0.52).
tosa657,Accuracy medium (84.21%); speed fast (11.91s); timing stable (var=122.20); correct streak moderate (15); incorrect streak short (2); consecutive correct frequent (0.73).
keri121,Accuracy high (94.74%); speed fast (12.63s); timing stable (var=94.16); correct streak long (49); incorrect streak short (2); consecutive correct frequent (0.93).
bofi991,Accuracy medium (61.40%); speed moderate (16.53s); timing moderately variable (var=166.94); correct streak moderate (12); incorrect streak long (7); consecutive correct rare (0.46).
bihi184,Accuracy low (17.54%); speed fast (12.84s); timing stable (var=141.88); correct streak short (5); incorrect streak long (36); consecutive correct rare (0.11).
piro376,Accuracy medium (73.68%); speed slow (23.52s); timing highly variable (var=497.17); correct streak long (21); incorrect streak long (5); consecutive correct occasional (0.62).
zejy480,Accuracy low (54.39%); speed moderate (16.57s); timing highly variable (var=384.37); correct streak short (6); incorrect streak long (6); consecutive correct rare (0.39).
zapy404,Accuracy medium (63.16%); speed slow (19.84s); timing moderately variable (var=206.98); correct streak short (11); incorrect streak long (6); consecutive correct rare (0.46).
lusi512,Accuracy medium (68.42%); speed slow (23.41s); timing highly variable (var=346.85); correct streak moderate (12); incorrect streak long (8); consecutive correct occasional (0.57).
sedo490,Accuracy low (28.07%); speed moderate (16.63s); timing stable (var=121.11); correct streak short (4); incorrect streak long (12); consecutive correct rare (0.14).
davu999,Accuracy medium (75.44%); speed moderate (15.93s); timing moderately variable (var=229.49); correct streak moderate (12); incorrect streak short (3); consecutive correct occasional (0.59).
buby236,Accuracy low (28.07%); speed fast (11.48s); timing moderately variable (var=165.09); correct streak short (11); incorrect streak long (23); consecutive correct rare (0.20).
weru214,Accuracy medium (77.19%); speed fast (14.31s); timing stable (var=108.65); correct streak moderate (12); incorrect streak short (3); consecutive correct occasional (0.62).
tyly265,Accuracy low (35.09%); speed slow (19.73s); timing highly variable (var=543.32); correct streak short (4); incorrect streak long (17); consecutive correct rare (0.20).
nise834,Accuracy low (26.32%); speed moderate (15.34s); timing moderately variable (var=170.05); correct streak short (8); incorrect streak long (21); consecutive correct rare (0.18).
voxy002,Accuracy low (24.56%); speed fast (6.07s); timing stable (var=39.36); correct streak short (6); incorrect streak long (25); consecutive correct rare (0.14).
fypi681,Accuracy medium (68.42%); speed moderate (16.51s); timing highly variable (var=433.53); correct streak short (9); incorrect streak long (6); consecutive correct occasional (0.54).
xopa120,Accuracy low (24.56%); speed fast (13.48s); timing stable (var=148.65); correct streak short (7); incorrect streak long (36); consecutive correct rare (0.16).
wari483,Accuracy medium (64.91%); speed slow (23.92s); timing moderately variable (var=200.28); correct streak long (21); incorrect streak long (9); consecutive correct occasional (0.55).
kegy317,Accuracy medium (75.44%); speed fast (14.35s); timing moderately variable (var=163.00); correct streak long (21); incorrect streak short (3); consecutive correct occasional (0.62).
geka905,Accuracy medium (75.44%); speed slow (22.31s); timing highly variable (var=352.70); correct streak long (21); incorrect streak short (3); consecutive correct occasional (0.61).
lore323,Accuracy low (35.09%); speed moderate (17.14s); timing stable (var=116.46); correct streak short (5); incorrect streak long (9); consecutive correct rare (0.18).
vane668,Accuracy high (87.72%); speed slow (27.21s); timing highly variable (var=701.10); correct streak long (23); incorrect streak short (2); consecutive correct frequent (0.80).
zuxy510,Accuracy low (10.53%); speed fast (14.25s); timing stable (var=142.98); correct streak short (2); incorrect streak long (26); consecutive correct rare (0.04).
masu336,Accuracy medium (73.68%); speed fast (13.02s); timing stable (var=81.85); correct streak short (11); incorrect streak short (3); consecutive correct occasional (0.62).
xise560,Accuracy medium (68.42%); speed moderate (17.73s); timing moderately variable (var=166.52); correct streak short (11); incorrect streak long (5); consecutive correct occasional (0.54).
zomi496,Accuracy low (59.65%); speed slow (24.93s); timing highly variable (var=704.22); correct streak short (6); incorrect streak long (5); consecutive correct rare (0.36).
lilu285,Accuracy low (24.56%); speed slow (26.80s); timing highly variable (var=645.13); correct streak short (3); incorrect streak long (15); consecutive correct rare (0.07).
heqi003,Accuracy low (21.05%); speed fast (14.27s); timing highly variable (var=374.22); correct streak short (5); incorrect streak long (30); consecutive correct rare (0.12).
jise415,Accuracy high (87.72%); speed fast (11.45s); timing stable (var=133.69); correct streak long (26); incorrect streak short (2); consecutive correct frequent (0.79).
vabe169,Accuracy high (87.72%); speed moderate (15.13s); timing moderately variable (var=158.80); correct streak long (26); incorrect streak short (3); consecutive correct frequent (0.80).
kofa904,Accuracy low (47.37%); speed slow (21.89s); timing highly variable (var=617.62); correct streak short (6); incorrect streak long (8); consecutive correct rare (0.30).
peqo117,Accuracy low (17.54%); speed fast (14.41s); timing stable (var=134.97); correct streak short (4); incorrect streak long (37); consecutive correct rare (0.09).
gaho243,Accuracy medium (73.68%); speed slow (21.36s); timing moderately variable (var=288.40); correct streak moderate (14); incorrect streak moderate (4); consecutive correct occasional (0.61).
mude815,Accuracy low (31.58%); speed fast (9.63s); timing stable (var=69.79); correct streak short (4); incorrect streak long (15); consecutive correct rare (0.16).
raxe285,Accuracy medium (64.91%); speed fast (11.68s); timing stable (var=129.95); correct streak moderate (14); incorrect streak long (9); consecutive correct occasional (0.57).
qami382,Accuracy medium (82.46%); speed moderate (18.88s); timing moderately variable (var=325.60); correct streak moderate (15); incorrect streak short (2); consecutive correct frequent (0.66).
bebo956,Accuracy low (45.61%); speed slow (21.89s); timing moderately variable (var=303.41); correct streak short (5); incorrect streak long (14); consecutive correct rare (0.29).
cofi309,Accuracy medium (77.19%); speed slow (28.60s); timing highly variable (var=685.52); correct streak long (29); incorrect streak short (3); consecutive correct frequent (0.66).
buqe642,Accuracy medium (82.46%); speed fast (13.78s); timing moderately variable (var=166.12); correct streak moderate (15); incorrect streak short (2); consecutive correct frequent (0.70).
vuzo690,Accuracy medium (70.18%); speed slow (22.27s); timing highly variable (var=712.24); correct streak moderate (12); incorrect streak short (3); consecutive correct occasional (0.55).
posy958,Accuracy medium (80.70%); speed moderate (15.66s); timing moderately variable (var=187.59); correct streak long (26); incorrect streak long (10); consecutive correct frequent (0.79).
gaga585,Accuracy medium (70.18%); speed fast (14.09s); timing stable (var=121.74); correct streak long (21); incorrect streak moderate (4); consecutive correct occasional (0.57).
vopa930,Accuracy medium (71.93%); speed moderate (17.29s); timing moderately variable (var=235.37); correct streak short (11); incorrect streak short (3); consecutive correct occasional (0.54).
xutu412,Accuracy high (94.74%); speed moderate (15.19s); timing moderately variable (var=235.44); correct streak long (32); incorrect streak short (1); consecutive correct frequent (0.91).
doxi119,Accuracy low (42.11%); speed moderate (15.23s); timing highly variable (var=410.26); correct streak short (5); incorrect streak long (9); consecutive correct rare (0.21).
feqy379,Accuracy medium (78.95%); speed moderate (16.29s); timing stable (var=154.48); correct streak long (20); incorrect streak moderate (4); consecutive correct frequent (0.68).
xypo299,Accuracy low (42.11%); speed slow (20.11s); timing moderately variable (var=286.99); correct streak short (8); incorrect streak long (13); consecutive correct rare (0.30).
gahu141,Accuracy high (85.96%); speed fast (13.05s); timing stable (var=146.80); correct streak moderate (16); incorrect streak short (2); consecutive correct frequent (0.75).
kyse146,Accuracy medium (84.21%); speed moderate (15.08s); timing moderately variable (var=266.61); correct streak long (24); incorrect streak short (2); consecutive correct frequent (0.73).
sedi312,Accuracy medium (77.19%); speed moderate (14.74s); timing stable (var=154.02); correct streak moderate (17); incorrect streak short (3); consecutive correct frequent (0.66).
nasi298,Accuracy high (87.72%); speed moderate (16.11s); timing moderately variable (var=251.74); correct streak long (31); incorrect streak short (2); consecutive correct frequent (0.79).
naky151,Accuracy medium (61.40%); speed slow (28.11s); timing highly variable (var=1213.18); correct streak short (10); incorrect streak long (8); consecutive correct rare (0.45).
koqa816,Accuracy high (94.74%); speed moderate (16.29s); timing moderately variable (var=167.68); correct streak long (33); incorrect streak short (1); consecutive correct frequent (0.89).
sila763,Accuracy medium (82.46%); speed moderate (16.14s); timing stable (var=135.01); correct streak long (30); incorrect streak short (2); consecutive correct frequent (0.70).
pody147,Accuracy medium (82.46%); speed fast (14.17s); timing moderately variable (var=208.81); correct streak long (33); incorrect streak short (3); consecutive correct frequent (0.73).
voza333,Accuracy high (89.47%); speed moderate (15.23s); timing stable (var=94.27); correct streak long (22); incorrect streak short (2); consecutive correct frequent (0.84).
tiro932,Accuracy medium (75.44%); speed moderate (16.57s); timing moderately variable (var=232.26); correct streak moderate (15); incorrect streak short (2); consecutive correct occasional (0.59).
wujy562,Accuracy medium (80.70%); speed moderate (15.95s); timing highly variable (var=540.05); correct streak moderate (15); incorrect streak short (3); consecutive correct frequent (0.68).
hamu369,Accuracy medium (84.21%); speed slow (23.01s); timing highly variable (var=707.72); correct streak long (25); incorrect streak short (2); consecutive correct frequent (0.75).
nape687,Accuracy low (29.82%); speed slow (20.12s); timing highly variable (var=341.32); correct streak short (8); incorrect streak long (11); consecutive correct rare (0.18).
gevi782,Accuracy medium (73.68%); speed slow (22.10s); timing highly variable (var=385.33); correct streak long (22); incorrect streak long (8); consecutive correct occasional (0.61).
qoha890,Accuracy high (94.74%); speed fast (13.18s); timing stable (var=117.09); correct streak long (30); incorrect streak short (2); consecutive correct frequent (0.93).
fili803,Accuracy high (85.96%); speed fast (14.29s); timing stable (var=111.58); correct streak long (34); incorrect streak short (3); consecutive correct frequent (0.80).
puce552,Accuracy low (54.39%); speed moderate (18.97s); timing stable (var=48.45); correct streak short (7); incorrect streak long (6); consecutive correct rare (0.32).
buny935,Accuracy medium (75.44%); speed fast (13.11s); timing stable (var=116.85); correct streak long (21); incorrect streak moderate (4); consecutive correct occasional (0.64).
pimi228,Accuracy medium (66.67%); speed moderate (16.71s); timing highly variable (var=434.13); correct streak short (10); incorrect streak short (3); consecutive correct rare (0.46).
kyjo289,Accuracy medium (77.19%); speed slow (21.41s); timing moderately variable (var=208.23); correct streak long (20); incorrect streak short (3); consecutive correct occasional (0.64).
bepo134,Accuracy medium (78.95%); speed moderate (15.33s); timing stable (var=99.15); correct streak long (27); incorrect streak long (5); consecutive correct frequent (0.70).
kise589,Accuracy medium (78.95%); speed slow (21.95s); timing moderately variable (var=320.35); correct streak long (24); incorrect streak short (3); consecutive correct frequent (0.70).
remi231,Accuracy medium (66.67%); speed slow (19.46s); timing moderately variable (var=287.76); correct streak short (10); incorrect streak long (5); consecutive correct rare (0.46).
qyjo579,Accuracy medium (75.44%); speed moderate (16.32s); timing highly variable (var=560.35); correct streak short (9); incorrect streak short (3); consecutive correct occasional (0.59).
cyhu257,Accuracy low (54.39%); speed moderate (16.17s); timing stable (var=69.99); correct streak moderate (12); incorrect streak long (8); consecutive correct rare (0.39).
diha837,Accuracy medium (75.44%); speed fast (14.33s); timing moderately variable (var=207.88); correct streak moderate (13); incorrect streak short (2); consecutive correct occasional (0.55).
ware232,Accuracy high (89.47%); speed slow (20.02s); timing highly variable (var=381.39); correct streak long (29); incorrect streak short (2); consecutive correct frequent (0.80).
hyge979,Accuracy medium (80.70%); speed moderate (17.84s); timing highly variable (var=541.07); correct streak moderate (16); incorrect streak short (2); consecutive correct frequent (0.66).
biqe951,Accuracy medium (75.44%); speed moderate (15.21s); timing stable (var=107.60); correct streak moderate (12); incorrect streak moderate (4); consecutive correct occasional (0.62).
jide437,Accuracy high (89.47%); speed moderate (17.29s); timing moderately variable (var=234.23); correct streak long (20); incorrect streak short (1); consecutive correct frequent (0.80).
zipu412,Accuracy medium (78.95%); speed fast (11.98s); timing stable (var=120.51); correct streak long (18); incorrect streak short (3); consecutive correct occasional (0.64).
vate767,Accuracy medium (78.95%); speed fast (14.08s); timing moderately variable (var=187.37); correct streak long (20); incorrect streak short (2); consecutive correct occasional (0.64).
mefy253,Accuracy medium (80.70%); speed slow (22.31s); timing highly variable (var=488.10); correct streak moderate (17); incorrect streak moderate (4); consecutive correct frequent (0.73).
qafe413,Accuracy low (59.65%); speed fast (13.75s); timing stable (var=82.51); correct streak short (8); incorrect streak long (5); consecutive correct rare (0.41).
lota555,Accuracy low (28.07%); speed fast (12.90s); timing stable (var=92.55); correct streak short (3); incorrect streak long (14); consecutive correct rare (0.12).
mecu237,Accuracy medium (75.44%); speed moderate (18.81s); timing highly variable (var=479.87); correct streak moderate (16); incorrect streak short (3); consecutive correct occasional (0.64).
cidy099,Accuracy high (87.72%); speed fast (13.11s); timing stable (var=119.81); correct streak long (24); incorrect streak short (2); consecutive correct frequent (0.79).
xoba600,Accuracy medium (82.46%); speed fast (14.44s); timing highly variable (var=416.01); correct streak moderate (16); incorrect streak moderate (4); consecutive correct frequent (0.75).
joce161,Accuracy low (29.82%); speed fast (5.12s); timing stable (var=6.47); correct streak short (3); incorrect streak long (10); consecutive correct rare (0.14).
kywu572,Accuracy high (85.96%); speed fast (13.33s); timing stable (var=139.11); correct streak long (33); incorrect streak short (3); consecutive correct frequent (0.77).
jefi901,Accuracy medium (84.21%); speed fast (11.87s); timing stable (var=142.90); correct streak moderate (16); incorrect streak short (2); consecutive correct frequent (0.75).
mari840,Accuracy medium (75.44%); speed moderate (19.37s); timing highly variable (var=768.62); correct streak long (25); incorrect streak long (5); consecutive correct occasional (0.64).
nypy058,Accuracy medium (61.40%); speed fast (13.31s); timing stable (var=75.70); correct streak moderate (12); incorrect streak long (12); consecutive correct occasional (0.52).
rino885,Accuracy medium (77.19%); speed fast (10.74s); timing stable (var=83.06); correct streak long (22); incorrect streak short (3); consecutive correct occasional (0.64).
maju644,Accuracy low (57.89%); speed fast (10.95s); timing moderately variable (var=163.35); correct streak short (11); incorrect streak long (13); consecutive correct rare (0.48).
qosy291,Accuracy medium (77.19%); speed fast (10.45s); timing stable (var=66.76); correct streak moderate (13); incorrect streak short (2); consecutive correct occasional (0.62).
posy537,Accuracy high (85.96%); speed fast (11.43s); timing stable (var=113.63); correct streak long (23); incorrect streak short (2); consecutive correct frequent (0.75).
xoki390,Accuracy low (56.14%); speed fast (14.62s); timing moderately variable (var=295.05); correct streak short (9); incorrect streak long (6); consecutive correct rare (0.39).
fagi164,Accuracy low (59.65%); speed moderate (18.10s); timing stable (var=119.15); correct streak short (5); incorrect streak long (5); consecutive correct rare (0.39).
zozy719,Accuracy medium (78.95%); speed moderate (18.07s); timing moderately variable (var=176.24); correct streak long (27); incorrect streak long (5); consecutive correct frequent (0.71).
bopa107,Accuracy medium (78.95%); speed fast (10.18s); timing stable (var=26.81); correct streak long (31); incorrect streak long (5); consecutive correct frequent (0.71).
jyly989,Accuracy medium (66.67%); speed fast (8.78s); timing stable (var=70.38); correct streak short (11); incorrect streak short (3); consecutive correct rare (0.48).
togu404,Accuracy medium (77.19%); speed moderate (18.22s); timing stable (var=132.57); correct streak long (18); incorrect streak moderate (4); consecutive correct occasional (0.64).
gosa272,Accuracy medium (63.16%); speed moderate (14.76s); timing moderately variable (var=267.57); correct streak moderate (15); incorrect streak long (7); consecutive correct rare (0.46).
fovo989,Accuracy medium (84.21%); speed fast (14.43s); timing moderately variable (var=244.38); correct streak moderate (17); incorrect streak short (3); consecutive correct frequent (0.75).
sira606,Accuracy medium (71.93%); speed moderate (14.76s); timing stable (var=135.93); correct streak long (18); incorrect streak long (6); consecutive correct frequent (0.66).
loby351,Accuracy medium (71.93%); speed moderate (16.74s); timing moderately variable (var=159.30); correct streak moderate (17); incorrect streak long (5); consecutive correct occasional (0.62).
fike806,Accuracy medium (73.68%); speed fast (11.01s); timing stable (var=113.86); correct streak long (22); incorrect streak long (8); consecutive correct occasional (0.62).
fafe171,Accuracy low (45.61%); speed slow (22.21s); timing highly variable (var=433.71); correct streak short (6); incorrect streak long (15); consecutive correct rare (0.25).
zyvo780,Accuracy medium (82.46%); speed moderate (16.27s); timing stable (var=128.56); correct streak long (21); incorrect streak short (3); consecutive correct frequent (0.71).
xune455,Accuracy medium (73.68%); speed fast (14.17s); timing moderately variable (var=246.35); correct streak moderate (15); incorrect streak long (5); consecutive correct occasional (0.61).
vamu972,Accuracy high (85.96%); speed fast (14.44s); timing moderately variable (var=328.79); correct streak long (24); incorrect streak short (3); consecutive correct frequent (0.79).
suzo040,Accuracy medium (68.42%); speed slow (23.65s); timing highly variable (var=1223.22); correct streak moderate (12); incorrect streak moderate (4); consecutive correct rare (0.50).
wype120,Accuracy medium (66.67%); speed fast (14.01s); timing moderately variable (var=296.28); correct streak moderate (17); incorrect streak long (12); consecutive correct occasional (0.57).
jicu869,Accuracy medium (64.91%); speed moderate (16.28s); timing stable (var=145.59); correct streak moderate (14); incorrect streak long (7); consecutive correct rare (0.50).
wero373,Accuracy medium (80.70%); speed moderate (15.09s); timing stable (var=144.42); correct streak moderate (15); incorrect streak short (3); consecutive correct frequent (0.70).
juqo313,Accuracy medium (82.46%); speed fast (11.37s); timing stable (var=78.18); correct streak long (29); incorrect streak moderate (4); consecutive correct frequent (0.75).
vexo008,Accuracy low (54.39%); speed slow (20.65s); timing highly variable (var=398.18); correct streak short (8); incorrect streak long (6); consecutive correct rare (0.36).
punu787,Accuracy low (42.11%); speed slow (23.83s); timing moderately variable (var=297.10); correct streak short (8); incorrect streak long (8); consecutive correct rare (0.27).
tomo782,Accuracy low (15.79%); speed moderate (16.06s); timing stable (var=95.17); correct streak short (3); incorrect streak long (22); consecutive correct rare (0.05).
cupe992,Accuracy low (31.58%); speed moderate (17.96s); timing moderately variable (var=229.44); correct streak short (7); incorrect streak long (11); consecutive correct rare (0.18).
kyjo535,Accuracy medium (68.42%); speed fast (14.35s); timing stable (var=108.60); correct streak moderate (15); incorrect streak moderate (4); consecutive correct occasional (0.54).
raja244,Accuracy medium (66.67%); speed moderate (15.63s); timing moderately variable (var=166.05); correct streak short (10); incorrect streak long (5); consecutive correct occasional (0.54).
pino324,Accuracy medium (71.93%); speed slow (27.58s); timing highly variable (var=954.72); correct streak moderate (15); incorrect streak long (5); consecutive correct occasional (0.59).
qutu379,Accuracy low (50.88%); speed fast (14.04s); timing moderately variable (var=258.98); correct streak moderate (12); incorrect streak long (15); consecutive correct rare (0.36).
nolu547,Accuracy medium (61.40%); speed slow (25.11s); timing highly variable (var=1420.61); correct streak short (8); incorrect streak moderate (4); consecutive correct rare (0.38).
cape571,Accuracy low (38.60%); speed moderate (18.57s); timing stable (var=120.70); correct streak short (6); incorrect streak long (11); consecutive correct rare (0.21).
coma628,Accuracy medium (77.19%); speed slow (20.30s); timing moderately variable (var=274.26); correct streak moderate (13); incorrect streak short (3); consecutive correct occasional (0.61).
mida684,Accuracy high (87.72%); speed fast (12.13s); timing moderately variable (var=299.93); correct streak long (28); incorrect streak short (2); consecutive correct frequent (0.80).
gaqe214,Accuracy medium (82.46%); speed fast (8.78s); timing stable (var=88.48); correct streak moderate (16); incorrect streak short (3); consecutive correct frequent (0.71).
pufe463,Accuracy high (89.47%); speed fast (10.58s); timing moderately variable (var=193.90); correct streak long (18); incorrect streak short (2); consecutive correct frequent (0.84).
fifa517,Accuracy high (87.72%); speed fast (10.39s); timing stable (var=110.74); correct streak moderate (17); incorrect streak short (1); consecutive correct frequent (0.77).
wuzy577,Accuracy high (94.74%); speed fast (9.11s); timing stable (var=109.92); correct streak long (33); incorrect streak short (1); consecutive correct frequent (0.91).
sire515,Accuracy high (89.47%); speed fast (10.09s); timing moderately variable (var=172.57); correct streak long (25); incorrect streak short (2); consecutive correct frequent (0.84).
xyhi085,Accuracy high (87.72%); speed fast (10.26s); timing stable (var=79.64); correct streak long (28); incorrect streak moderate (4); consecutive correct frequent (0.80).
nexy906,Accuracy high (85.96%); speed fast (9.38s); timing stable (var=106.38); correct streak long (20); incorrect streak short (2); consecutive correct frequent (0.75).
pyzi618,Accuracy high (94.74%); speed fast (13.46s); timing highly variable (var=414.79); correct streak long (28); incorrect streak short (1); consecutive correct frequent (0.89).
muku118,Accuracy medium (75.44%); speed fast (13.28s); timing stable (var=124.64); correct streak moderate (15); incorrect streak moderate (4); consecutive correct occasional (0.64).
kewi488,Accuracy medium (70.18%); speed fast (11.94s); timing stable (var=116.18); correct streak short (11); incorrect streak moderate (4); consecutive correct occasional (0.55).
xafu780,Accuracy low (28.07%); speed fast (9.19s); timing stable (var=87.06); correct streak short (3); incorrect streak long (8); consecutive correct rare (0.09).
wowy820,Accuracy low (33.33%); speed slow (20.24s); timing moderately variable (var=319.01); correct streak short (7); incorrect streak long (23); consecutive correct rare (0.21).
ryzo168,Accuracy medium (73.68%); speed moderate (14.71s); timing moderately variable (var=156.00); correct streak moderate (16); incorrect streak short (3); consecutive correct occasional (0.55).
xavy753,Accuracy low (26.32%); speed slow (19.79s); timing highly variable (var=418.09); correct streak short (4); incorrect streak long (19); consecutive correct rare (0.16).
deje129,Accuracy low (29.82%); speed slow (22.62s); timing moderately variable (var=327.96); correct streak short (6); incorrect streak long (14); consecutive correct rare (0.16).
